city,state,stars,type
Charlotte,NC,5,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,4.5,business
Montréal,QC,3,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Charlotte,NC,5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Locust,NC,5,business
Concord,NC,1.5,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Charlotte,NC,5,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Matthews,NC,4,business
Charlotte,NC,3.5,business
Pineville,NC,2.5,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Matthews,NC,4,business
Pineville,NC,1.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3.5,business
Matthews,NC,1,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Pineville,NC,2,business
Charlotte,NC,3.5,business
Matthews,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,1.5,business
Charlotte,NC,3.5,business
Pineville,NC,5,business
Charlotte,NC,4,business
Charlotte,NC,2,business
Charlotte,NC,2.5,business
Charlotte,NC,4.5,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Matthews,NC,3,business
Charlotte,NC,5,business
Matthews,NC,4,business
Matthews,NC,2,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Pineville,NC,4,business
Charlotte,NC,3,business
Charlotte,NC,5,business
Charlotte,NC,3.5,business
Charlotte,NC,5,business
Charlotte,NC,2,business
Matthews,NC,3,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,4.5,business
Charlotte,NC,4,business
Matthews,NC,4.5,business
Charlotte,NC,2,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,5,business
Matthews,NC,4,business
Pineville,NC,3.5,business
Charlotte,NC,5,business
Matthews,NC,4,business
Concord,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,2,business
Charlotte,NC,4.5,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Charlotte,NC,1.5,business
Charlotte,NC,3.5,business
Matthews,NC,2,business
Charlotte,NC,4,business
Huntersville,NC,4,business
Charlotte,NC,5,business
Charlotte,NC,5,business
Concord,NC,3,business
Charlotte,NC,4,business
Charlotte,NC,2,business
Matthews,NC,5,business
Charlotte,NC,4.5,business
Huntersville,NC,4,business
Charlotte,NC,4.5,business
Matthews,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Matthews,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Belmont,NC,3,business
Indian Trail,NC,1.5,business
Charlotte,NC,4.5,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,1.5,business
Matthews,NC,1,business
Charlotte,NC,3.5,business
Matthews,NC,2.5,business
Matthews,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,5,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,5,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Charlotte,NC,5,business
Charlotte,NC,2.5,business
Pineville,NC,5,business
Charlotte,NC,3.5,business
Charlotte,NC,4.5,business
Charlotte,NC,4,business
Pineville,NC,4,business
Charlotte,NC,4,business
Charlotte,NC,2,business
Charlotte,NC,4,business
Matthews,NC,2,business
Charlotte,NC,5,business
Charlotte,NC,4,business
Concord,NC,5,business
Concord,NC,2,business
Charlotte,NC,4.5,business
Charlotte,NC,4,business
Charlotte,NC,4,business
Charlotte,NC,3,business
Charlotte,NC,2.5,business
Charlotte,NC,2,business
Pineville,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3,business
Charlotte,NC,2,business
Charlotte,NC,2.5,business
Belmont,NC,3,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Concord,NC,3,business
Charlotte,NC,5,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,1,business
Charlotte,NC,1.5,business
Charlotte,NC,2,business
Charlotte,NC,4.5,business
Charlotte,NC,5,business
Charlotte,NC,4.5,business
Pineville,NC,4.5,business
Charlotte,NC,4,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Charlotte,NC,3,business
Charlotte,NC,1.5,business
Charlotte,NC,5,business
Charlotte,NC,1,business
Charlotte,NC,5,business
Charlotte,NC,2.5,business
Matthews,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,1.5,business
Charlotte,NC,3.5,business
Charlotte,NC,4.5,business
Belmont,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3,business
Pineville,NC,4.5,business
Concord,NC,2,business
Charlotte,NC,5,business
Belmont,NC,4.5,business
Charlotte,NC,2,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,5,business
Charlotte,NC,4,business
Matthews,NC,4.5,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Charlotte,NC,1.5,business
Charlotte,NC,3,business
Huntersville,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,1.5,business
Concord,NC,3.5,business
Pineville,NC,4.5,business
Charlotte,NC,3.5,business
Belmont,NC,4,business
Charlotte,NC,4.5,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,5,business
Pineville,NC,5,business
Pineville,NC,5,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,1.5,business
Charlotte,NC,1.5,business
Charlotte,NC,2,business
Charlotte,NC,2,business
Charlotte,NC,2.5,business
Charlotte,NC,2.5,business
Charlotte,NC,2.5,business
Charlotte,NC,4.5,business
Charlotte,NC,3,business
Charlotte,NC,1,business
Charlotte,NC,3.5,business
Charlotte,NC,5,business
Matthews,NC,3,business
Charlotte,NC,4,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,5,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Huntersville,NC,4.5,business
Concord,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,2.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Charlotte,NC,4,business
Matthews,NC,3,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3.5,business
Harrisburg,NC,4,business
Charlotte,NC,4,business
Matthews,NC,4,business
Charlotte,NC,2,business
Charlotte,NC,2,business
Charlotte,NC,2.5,business
Charlotte,NC,4.5,business
Charlotte,NC,2,business
Charlotte,NC,4.5,business
Matthews,NC,3,business
Charlotte,NC,4,business
Charlotte,NC,5,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Matthews,NC,5,business
Charlotte,NC,3.5,business
Matthews,NC,4,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Matthews,NC,5,business
Indian Trail,NC,3,business
Mint Hill,NC,2,business
Charlotte,NC,2.5,business
Matthews,NC,4,business
Charlotte,NC,2,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,4.5,business
Charlotte,NC,2.5,business
Pineville,NC,3.5,business
Matthews,NC,3,business
Charlotte,NC,5,business
Charlotte,NC,3.5,business
Concord,NC,3,business
Charlotte,NC,2.5,business
Pineville,NC,3,business
Concord,NC,2.5,business
Charlotte,NC,1,business
Charlotte,NC,4.5,business
Charlotte,NC,2.5,business
Matthews,NC,2.5,business
Pineville,NC,4.5,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Charlotte,NC,1.5,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,4,business
Matthews,NC,2.5,business
Charlotte,NC,2,business
Charlotte,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,5,business
Pineville,NC,2.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Harrisburg,NC,5,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,5,business
Charlotte,NC,3.5,business
Harrisburg,NC,3.5,business
Concord,NC,4,business
Charlotte,NC,4,business
Charlotte,NC,4.5,business
Matthews,NC,3.5,business
Matthews,NC,5,business
Belmont,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,5,business
Charlotte,NC,3.5,business
Las Vegas,NV,3.5,business
Charlotte,NC,2,business
Matthews,NC,3.5,business
Harrisburg,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Concord,NC,4,business
Concord,NC,4.5,business
Concord,NC,4,business
Concord,NC,4.5,business
Charlotte,NC,4.5,business
Charlotte,NC,4,business
Charlotte,NC,4,business
Indian Trail,NC,5,business
Charlotte,NC,2.5,business
Matthews,NC,4,business
Matthews,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Harrisburg,NC,3,business
Charlotte,NC,2,business
Charlotte,NC,4,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Indian Trail,NC,4,business
Charlotte,NC,2.5,business
Pineville,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Charlotte,NC,3,business
Mount Holly,NC,2.5,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Charlotte,NC,1.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,3,business
Mint Hill,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,2,business
Charlotte,NC,4,business
Charlotte,NC,4,business
Matthews,NC,4,business
Charlotte,NC,1.5,business
Charlotte,NC,1.5,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Matthews,NC,1.5,business
Charlotte,NC,2.5,business
Charlotte,NC,4.5,business
Charlotte,NC,2.5,business
Concord,NC,4,business
Charlotte,NC,5,business
Charlotte,NC,5,business
Charlotte,NC,5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Concord,NC,4,business
Charlotte,NC,4.5,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,2,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,2,business
Charlotte,NC,4,business
Charlotte,NC,4,business
Charlotte,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Charlotte,NC,4.5,business
Charlotte,NC,2,business
Charlotte,NC,2.5,business
Monroe,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,3,business
Charlotte,NC,5,business
Charlotte,NC,5,business
Matthews,NC,4,business
Concord,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,5,business
Charlotte,NC,4.5,business
Charlotte,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Pineville,NC,4.5,business
Pineville,NC,2.5,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Harrisburg,NC,3.5,business
Pineville,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Matthews,NC,3.5,business
Charlotte,NC,2.5,business
Indian Trail,NC,5,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,4.5,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,5,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,5,business
Belmont,NC,5,business
Las Vegas,NV,4,business
Charlotte,NC,3.5,business
Concord,NC,3,business
Charlotte,NC,3.5,business
Indian Trail,NC,2.5,business
Charlotte,NC,2.5,business
Charlotte,NC,2,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Charlotte,NC,4.5,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,2.5,business
Concord,NC,4.5,business
Charlotte,NC,3.5,business
Matthews,NC,4.5,business
Charlotte,NC,4,business
Charlotte,NC,4.5,business
Harrisburg,NC,1.5,business
Concord,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,4,business
Charlotte,NC,4,business
Charlotte,NC,4,business
Matthews,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,4.5,business
Charlotte,NC,1.5,business
Charlotte,NC,3.5,business
Charlotte,NC,4.5,business
Pineville,NC,4.5,business
Matthews,NC,2,business
Charlotte,NC,2,business
Charlotte,NC,4,business
Charlotte,NC,1.5,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3.5,business
Charlotte,NC,2,business
Charlotte,NC,4,business
Charlotte,NC,3,business
Harrisburg,NC,3.5,business
Charlotte,NC,1,business
Concord,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,1.5,business
Charlotte,NC,4.5,business
Concord,NC,4,business
Charlotte,NC,5,business
Wesley Chapel,NC,4.5,business
Mint Hill,NC,4,business
Charlotte,NC,4.5,business
Charlotte,NC,2.5,business
Pineville,NC,2.5,business
Charlotte,NC,4,business
Matthews,NC,2,business
Charlotte,NC,2,business
Charlotte,NC,4,business
Charlotte,NC,2,business
Charlotte,NC,4,business
Charlotte,NC,2,business
Charlotte,NC,5,business
Pineville,NC,3,business
Charlotte,NC,3,business
Concord,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Mint Hill,NC,3,business
Charlotte,NC,1.5,business
Charlotte,NC,2.5,business
Matthews,NC,2,business
Charlotte,NC,2.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,2,business
Charlotte,NC,4,business
Concord,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Indian Trail,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Charlotte,NC,4.5,business
Charlotte,NC,2.5,business
Matthews,NC,3,business
Mint Hill,NC,4.5,business
Matthews,NC,4,business
Pineville,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,5,business
Charlotte,NC,3.5,business
Charlotte,NC,2,business
Charlotte,NC,3,business
Harrisburg,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Belmont,NC,4,business
Charlotte,NC,1.5,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Matthews,NC,2.5,business
Pineville,NC,5,business
Pineville,NC,4,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Charlotte,NC,2,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,2.5,business
Charlotte,NC,3,business
Charlotte,NC,2,business
Charlotte,NC,4.5,business
Huntersville,NC,4,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Mint Hill,NC,4,business
Indian Trail,NC,2.5,business
Indian Trail,NC,3.5,business
Pineville,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Indian Trail,NC,2,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Charlotte,NC,4.5,business
Charlotte,NC,4,business
Matthews,NC,5,business
Charlotte,NC,4.5,business
Charlotte,NC,4.5,business
Charlotte,NC,4,business
Charlotte,NC,4,business
Charlotte,NC,3,business
Concord,NC,2.5,business
Pineville,NC,4,business
Matthews,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,2.5,business
Charlotte,NC,2,business
Charlotte,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Mint Hill,NC,4.5,business
Pineville,NC,4,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,4.5,business
Charlotte,NC,4,business
Charlotte,NC,4,business
Matthews,NC,3.5,business
Charlotte,NC,5,business
Charlotte,NC,3,business
Charlotte,NC,5,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Charlotte,NC,1,business
Charlotte,NC,2,business
Matthews,NC,4.5,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Indian Trail,NC,4,business
Charlotte,NC,2.5,business
Indian Trail,NC,4.5,business
Charlotte,NC,3.5,business
Belmont,NC,4.5,business
Charlotte,NC,4.5,business
Charlotte,NC,2.5,business
Charlotte,NC,4,business
Charlotte,NC,5,business
Charlotte,NC,2.5,business
Gilbert,AZ,4,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,1,business
Pineville,NC,4.5,business
Charlotte,NC,4,business
Pineville,NC,4,business
Charlotte,NC,3.5,business
Matthews,NC,4.5,business
Charlotte,NC,4,business
Charlotte,NC,5,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,4.5,business
Charlotte,NC,1,business
Charlotte,NC,5,business
Charlotte,NC,2,business
Charlotte,NC,3.5,business
Indian Trail,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Weddington,NC,4.5,business
Charlotte,NC,2.5,business
Charlotte,NC,5,business
Charlotte,NC,5,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Indian Trail,NC,2.5,business
Charlotte,NC,5,business
Charlotte,NC,3,business
Charlotte,NC,3,business
Matthews,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3,business
Matthews,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,4.5,business
Charlotte,NC,3,business
Charlotte,NC,2.5,business
Matthews,NC,3.5,business
Charlotte,NC,2.5,business
Pineville,NC,3,business
Pineville,NC,3.5,business
Charlotte,NC,2,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Pineville,NC,2,business
Charlotte,NC,1.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,2.5,business
Charlotte,NC,1.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Pineville,NC,4.5,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Belmont,NC,4,business
Charlotte,NC,4,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Pittsburgh,PA,3.5,business
Huntersville,NC,5,business
Charlotte,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Concord,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3.5,business
Charlotte,NC,5,business
Charlotte,NC,3.5,business
Mint Hill,NC,4.5,business
Charlotte,NC,2,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,2.5,business
Belmont,NC,2.5,business
Indian Trail,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Charlotte,NC,3,business
Charlotte,NC,2.5,business
Charlotte,NC,3,business
Charlotte,NC,2,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Phoenix,AZ,3.5,business
Charlotte,NC,2,business
Charlotte,NC,4.5,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,3.5,business
Charlotte,NC,2,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Charlotte,NC,2.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,2.5,business
Charlotte,NC,3,business
Charlotte,NC,1.5,business
Charlotte,NC,3,business
Charlotte,NC,2,business
Charlotte,NC,1.5,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Harrisburg,NC,2,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Mint Hill,NC,4,business
Charlotte,NC,4.5,business
Charlotte,NC,2.5,business
Concord,NC,2,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Mint Hill,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3.5,business
Charlotte,NC,3,business
Charlotte,NC,2.5,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,3.5,business
Charlotte,NC,4,business
Charlotte,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,3,business
Charlotte,NC,4,business
Charlotte,NC,2.5,business
Charlotte,NC,2.5,business
Avondale,AZ,2.5,business
Tempe,AZ,3.5,business
Phoenix,AZ,4,business
Gilbert,AZ,4.5,business
Mesa,AZ,3.5,business
Glendale,AZ,3,business
Las Vegas,NV,4,business
Phoenix,AZ,4,business
Las Vegas,NV,4.5,business
Las Vegas,NV,4.5,business
Chandler,AZ,3.5,business
Waterloo,ON,3.5,business
Waterloo,ON,4,business
Las Vegas,NV,4,business
Las Vegas,NV,3.5,business
Pittsburgh,PA,4.5,business
Montréal,QC,3.5,business
Pittsburgh,PA,4.5,business
Charlotte,NC,5,business
Phoenix,AZ,3.5,business
Phoenix,AZ,2.5,business
Montréal,QC,4,business
Mesa,AZ,5,business
Apache Junction,AZ,5,business
Las Vegas,NV,3.5,business
Edinburgh,EDH,4,business
Charlotte,NC,4.5,business
Charlotte,NC,3.5,business
Mesa,AZ,4.5,business
Edinburgh,EDH,3,business
Phoenix,AZ,2,business
Montréal,QC,4,business
Phoenix,AZ,4,business
Montréal,QC,2.5,business
Las Vegas,NV,3,business
Las Vegas,NV,5,business
Las Vegas,NV,4.5,business
Avondale,AZ,4,business
Las Vegas,NV,3,business
Phoenix,AZ,4.5,business
Las Vegas,NV,2,business
Chandler,AZ,5,business
Las Vegas,NV,4.5,business
Pittsburgh,PA,3,business
Charlotte,NC,4,business
Las Vegas,NV,4,business
Las Vegas,NV,3,business
Phoenix,AZ,4.5,business
Las Vegas,NV,4.5,business
Phoenix,AZ,1.5,business
Chandler,AZ,3.5,business
Paradise,NV,4.5,business
Las Vegas,NV,2.5,business
Las Vegas,NV,3,business
Chandler,AZ,2.5,business
Pittsburgh,PA,3,business
Pittsburgh,PA,4.5,business
Avalon,PA,3,business
Las Vegas,NV,4,business
Charlotte,NC,4,business
Las Vegas,NV,3,business
Edinburgh,EDH,4.5,business
Henderson,NV,4.5,business
Scottsdale,AZ,4,business
Scottsdale,AZ,4,business
Las Vegas,NV,4,business
Scottsdale,AZ,5,business
Goodyear,AZ,3.5,business
Las Vegas,NV,4.5,business
Glendale,AZ,4.5,business
Chandler,AZ,4.5,business
Phoenix,AZ,1.5,business
Scottsdale,AZ,4,business
Las Vegas,NV,3,business
Scottsdale,AZ,4.5,business
Las Vegas,NV,3,business
Scottsdale,AZ,5,business
Las Vegas,NV,4,business
Mesa,AZ,3.5,business
Las Vegas,NV,3.5,business
Laveen,AZ,2.5,business
Laveen,AZ,2.5,business
Laveen,AZ,2.5,business
Laveen,AZ,1.5,business
Queen Creek,AZ,2.5,business
Las Vegas,NV,3.5,business
Charlotte,NC,3.5,business
Phoenix,AZ,3.5,business
Phoenix,AZ,5,business
Scottsdale,AZ,4.5,business
Phoenix,AZ,4.5,business
Litchfield Park,AZ,3.5,business
Tempe,AZ,4,business
Las Vegas,NV,4.5,business
Phoenix,AZ,4.5,business
Mesa,AZ,4.5,business
Scottsdale,AZ,4,business
Phoenix,AZ,4.5,business
Chandler,AZ,5,business
Chandler,AZ,4.5,business
Las Vegas,NV,2.5,business
Phoenix,AZ,4,business
Phoenix,AZ,4.5,business
Las Vegas,NV,4.5,business
Las Vegas,NV,3.5,business
Phoenix,AZ,3,business
Scottsdale,AZ,4.5,business
Charlotte,NC,3,business
Phoenix,AZ,4.5,business
Montréal,QC,4,business
Tempe,AZ,4,business
Chandler,AZ,2.5,business
Chandler,AZ,3,business
Mesa,AZ,2.5,business
Sun City,AZ,4,business
Avondale,AZ,3.5,business
Goodyear,AZ,3.5,business
Charlotte,NC,4,business
Tempe,AZ,4.5,business
Charlotte,NC,4,business
Charlotte,NC,4,business
Scottsdale,AZ,5,business
Henderson,NV,3,business
Edinburgh,EDH,4.5,business
Henderson,NV,4,business
Edinburgh,EDH,4.5,business
Scottsdale,AZ,4.5,business
Las Vegas,NV,4.5,business
Phoenix,AZ,2.5,business
Las Vegas,NV,5,business
Chandler,AZ,4.5,business
Charlotte,NC,4,business
Mesa,AZ,4,business
Gilbert,AZ,4,business
Las Vegas,NV,2,business
Morristown,AZ,3.5,business
Pittsburgh,PA,4,business
Scottsdale,AZ,3,business
Tempe,AZ,2.5,business
Phoenix,AZ,4.5,business
Glendale,AZ,4.5,business
Las Vegas,NV,3,business
Charlotte,NC,3.5,business
Scottsdale,AZ,3.5,business
Phoenix,AZ,4,business
Gilbert,AZ,4,business
Las Vegas,NV,2.5,business
Phoenix,AZ,2.5,business
Las Vegas,NV,3.5,business
Phoenix,AZ,5,business
Urbana,IL,1.5,business
Urbana,IL,1.5,business
Urbana,IL,1,business
Champaign,IL,3.5,business
Urbana,IL,3.5,business
Urbana,IL,2.5,business
Champaign,IL,1,business
Champaign,IL,4,business
Phoenix,AZ,4.5,business
Mesa,AZ,4.5,business
Champaign,IL,2.5,business
Urbana,IL,2.5,business
Champaign,IL,3,business
Champaign,IL,4,business
Champaign,IL,1,business
Champaign,IL,2.5,business
Champaign,IL,2,business
Urbana,IL,2.5,business
Gilbert,AZ,3,business
Las Vegas,NV,4,business
Las Vegas,NV,2.5,business
Savoy,IL,4.5,business
Champaign,IL,3.5,business
Las Vegas,NV,3.5,business
Urbana,IL,4.5,business
Urbana,IL,4.5,business
Champaign,IL,3.5,business
Champaign,IL,4.5,business
Champaign,IL,3.5,business
Urbana,IL,3.5,business
Madison,WI,3.5,business
Scottsdale,AZ,3,business
Champaign,IL,3.5,business
Las Vegas,NV,3.5,business
Henderson,NV,4.5,business
Urbana,IL,4.5,business
Phoenix,AZ,3.5,business
Champaign,IL,2,business
Urbana,IL,4.5,business
Urbana,IL,3,business
